title,abstract,year,pmid,source,paperId
Thyroid cancer: From molecular insights to therapy (Review).,"Thyroid cancer, a prevalent endocrine malignancy with rising global incidence, encompasses four primary subtypes: Papillary (PTC), follicular (FTC), medullary (MTC) and anaplastic thyroid carcinoma (ATC). PTC, accounting for 85-90% of cases, is primarily driven by BRAF V600E mutations alongside dysregulated non-coding RNAs, such as long non-coding RNA metastasis-associated lung adenocarcinoma transcript 1 and microRNA (miR)-1270. These alterations collectively activate MAPK signaling, promoting tumorigenesis. Furthermore, PTC exhibits metabolic reprogramming characterized by dysregulated glucose and lipid metabolism, where tumor suppressors, including family with sequence similarity 111 member B and fat mass and obesity-associated genes, constrain glycolytic flux. FTC, characterized by Ras mutations, exhibits enhanced lipid metabolism and PI3K/AKT pathway activation. Methyltransferase-like protein 16 and sclerostin domain-containing protein 1 have been highlighted as regulators of FTC progression. MTC, associated with rearranged during transfection (RET) proto-oncogene mutations, demonstrates programmed cell death protein-1/programmed death ligand-1 pathway involvement, which offers potential immunotherapy targets. ATC, the most aggressive subtype, is characterized by recurrent genetic alterations such as telomerase reverse transcriptase promoter and tumor protein p53 mutations, cAMP-responsive element-binding protein 3-like 1-driven activation of cancer-associated fibroblasts and hematological and neurological expressed 1-stathmin 1 signaling-mediated invasiveness. Recent diagnostic innovations encompass serum biomarkers, such as stanniocalcin-1, microRNA signatures (including miR-26b-5p) for PTC and MTC detection, radiomics-based differentiation of ATC from other subtypes and optical imaging techniques for precision diagnosis. Molecularly targeted therapies constitute the cornerstone of current strategies, with vemurafenib inhibiting BRAF/MEK in PTC, sorafenib acting as a multikinase suppressor in FTC, vandetanib blocking RET in MTC and berberine-doxorubicin combinations overcoming chemoresistance in ATC. Metabolic interventions, including metformin for glucose modulation in PTC and novel delivery systems such as micelle-encapsulated AB3 for MTC, demonstrate translational potential. The present review summarizes molecular mechanisms, diagnostic tools and emerging therapies while emphasizing the necessity of subtype-specific approaches to improve clinical outcomes in thyroid oncology.",2025 Nov,40980146.0,PubMed,
Enhanced Polarity of Sulfonamide Metformin Derivatives Increases Cellular Uptake and Apoptosis-Inducing Effects in Human Breast Cancer Cells.,"Multitarget agent metformin, a compound originally developed as an antidiabetic agent, has been extensively studied as a repurposed medicine for various diseases. Over the past few decades, the mechanisms by which metformin is transported across cell membranes have also been identified. These include various solute carriers (SLCs), such as plasma membrane monoamine transporter (PMAT), organic cation transporters 1-3 (OCT1-3), and multidrug and toxin extrusion 1-2 (MATE1-2), which can facilitate the bidirectional transport of metformin depending on the cell type. Since metformin is a highly polar and easily excreted compound, more lipophilic derivatives and prodrugs of metformin have been, in turn,developed to improve the targeted delivery, e.g., into cancer cells. However, the required interactions of novel metformin derivatives with cationic transporters are not yet well understood. In the present study, the cellular uptake of nine metformin sulfonamides with various polar substituents was explored in human breast adenocarcinoma cell lines, MCF-7 and MDA-MB-231. The interactions of the novel derivatives with OCT1 and OCT3 were investigated by docking and molecular dynamics simulations. Curiously, the highest cellular uptake was achieved with a compound that effectively released metformin and thus behaved as a prodrug (compound 6). This highlights that despite the molecular interactions with the protein, the greatest driving force into the cancer cells was the intracellular bioconversion. Subsequently, the cell viability and apoptosis-inducing effects of the most effectively uptaken compounds were evaluated, which revealed, in turn, that the prodrug approach may not be the most efficient strategy to attain anticancer effects with metformin. Some more stable metformin derivatives with polar substituents were many times more effective in inducing apoptosis with smaller intracellular concentrations compared with metformin released from the prodrug 6. Therefore, the rational design of novel metformin derivatives should focus on analogical structures of metformin with functionalities that can increase apoptosis-inducing effects while maintaining appropriate interactions with transmembrane proteins, and thus, have a balanced cellular uptake. The polar ring substituents in the sulfonamide moiety of metformin sulfonamides may offer a potential solution.",2026 Feb 2,40977543.0,PubMed,
Immune and Growth Factor Signaling Pathways Are Associated with Pathologic Complete Response to an Anti-Type I Insulin-like Growth Factor Receptor Regimen in Patients with Breast Cancer.,"PURPOSE: Pretreatment specimens from patients treated on the I-SPY2 neoadjuvant breast cancer trial were studied to identify prespecified biomarkers associated with response to the regimen of paclitaxel, the anti-type I insulin-like growth factor receptor (IGF-1R) antibody ganitumab, and metformin (PGM) followed by doxorubicin and cyclophosphamide (AC) compared with control therapy (paclitaxel followed by AC). The primary endpoint of this trial is pathologic complete response (pCR). EXPERIMENTAL DESIGN: One hundred six patients treated with PGM and 119 contemporary controls were evaluated using laser capture microdissection and reverse-phase protein array to evaluate 32 prespecified potential predictive biomarkers in the IGF-1R pathway and 109 additional exploratory endpoints. RESULTS: Total levels of IGF-1R were poorly correlated with phosphorylated IGF-1R/insulin receptor (IR). Higher levels of phosphorylated IGF-1R/IR were associated with an increased likelihood of obtaining pCR, especially in the hormone receptor (HR)-positive subgroup. Markers of immune response also showed an association with pCR but differed between HR+ and HR- subgroups. In HR- tumors, phospho-STAT1 Y701 and low levels of phospho-p27 associated with pCR. These relationships were not observed in patients treated with control chemotherapy. CONCLUSIONS: Activation status of IGF-1R/IR associated with increased pCR to PGM in HR+ breast cancers. Immune activation markers were also associated with response in HR+ and HR- subgroups. Thus, IGF-1R may directly regulate tumor biology and associate with immune response to therapy.",2025 Oct 15,40905691.0,PubMed,
From basics to clinics: New opportunities for metformin in tumor metabolic intervention and treatment.,"Metformin, a cornerstone therapy for type 2 diabetes, has recently garnered attention for its multifaceted antitumor potential in cancer prevention and treatment. Emerging preclinical studies reveal that metformin suppresses tumor growth and metastasis through integrated mechanisms beyond singular metabolic pathways, while enhancing sensitivity to immunotherapy. Clinical evidence preliminarily supports its survival benefits and risk reduction in breast, colorectal, and hepatocellular carcinomas, particularly when combined with conventional or novel anticancer agents, demonstrating synergistic efficacy. Epidemiological and real-world data further highlight its preventive value in high-risk populations. Despite heterogeneity in therapeutic responses across cancer types and individuals, as well as unresolved challenges in long-term safety and acquired resistance, innovative drug delivery systems and precision oncology approaches are expanding its therapeutic boundaries. Bridging mechanistic insights with clinical translation, metformin is poised to emerge as a pivotal agent in metabolic-immunological synergy, offering novel paradigms for personalized cancer interception and therapy. This review systematically deciphers metformin's pleiotropic mechanisms in cancer metabolism and anti-tumor immunity while critically evaluating its translational prospects, thereby illuminating new avenues for combinatorial metabolic-immunotherapeutic strategies.",2025 Oct,40896961.0,PubMed,
SPANXB1 drives brain metastasis in breast cancer via MMP1 regulation: potential therapeutic insights with metformin.,"Cancer-testicular antigens (CTAs) have been considered as potential prognostic biomarkers and therapeutic targets due to their specific expression and roles in tumorigenesis and metastasis. Among these, the function and mechanism of SPANXB1 in breast cancer brain metastasis (BCBM) remain poorly understood. In this study, we investigated the role of SPANXB1 in BCBM. Our results demonstrated that SPANXB1 was highly expressed in brain-tropic breast cancer cells and brain metastasis samples. Functional assays revealed that SPANXB1 promoted breast cancer cell invasion, migration, vasculogenic mimicry (VM) formation, and blood-brain barrier (BBB) extravasation, thereby accelerating the process of brain metastasis. Mechanistically, SPANXB1 facilitated chromatin opening at the MMP1 promoter region via histone H3R17me2 modification and upregulated transcription factor YY1, leading to increased MMP1 expression. In vivo experiments further confirmed the role of SPANXB1 in enhancing brain metastasis. Notably, metformin effectively inhibited the expression of SPANXB1 and MMP1, thereby attenuating BCBM progression. The present study indicates the potential of SPANXB1 as a diagnostic and therapeutic target for BCBM. Additionally, our findings suggest metformin as a promising therapeutic strategy for this highly aggressive disease.",2025 Aug 30,40885703.0,PubMed,
Guardians of Sensation: Evaluating Metformin's Power Against Chemotherapy-Induced Neuropathy.,"Background: Chemotherapy-induced peripheral neuropathy (CIPN) is a common and debilitating complication of cancer treatment, particularly with agents like paclitaxel. Effective preventive measures for CIPN are limited. Metformin, an antihyperglycemic agent with neuroprotective properties, has shown promise in preclinical studies; however, its clinical utility in preventing CIPN remains underexplored. Objective: This study evaluates the preventive effects of metformin on paclitaxel-induced peripheral neuropathy in breast cancer patients. Methods: A randomized, controlled study was conducted involving 60 breast cancer patients receiving paclitaxel chemotherapy. Patients were assigned to an intervention group receiving metformin (500 mg twice daily) or a control group without metformin. Peripheral nerve function was assessed using nerve conduction studies (NCSs), measuring sensory nerve action potential (SNAP) amplitude, compound muscle action potential (CMAP) amplitude, and distal latency (DL). Clinical neurological symptoms and adverse effects of metformin were monitored throughout the study. Results: Of the 60 enrolled patients, 47 completed the study (26 control and 21 intervention). The incidence of CIPN was lower in the metformin group compared to the control group, although this difference did not reach statistical significance. Metformin was well-tolerated, with mild gastrointestinal side effects being the most common adverse events. No significant differences between the groups were observed in SNAP amplitude, CMAP amplitude, or DL. Conclusion: Metformin may modestly reduce the incidence of CIPN in patients receiving paclitaxel chemotherapy, although the observed effect was not statistically significant. Given its safety profile and potential neuroprotective benefits, metformin warrants further investigation in larger, multicenter trials to confirm its role in CIPN prevention.",2025,40880725.0,PubMed,
Drug repurposing in oncology: a path beyond the bottleneck.,"Cancer is a major worldwide health burden, with rising incidence and mortality rates highlighting the critical need for more effective and accessible treatment alternatives. Conventional drug development is often hindered by long timelines, high prices, and significant failure rates, making it unable to fulfil the rapidly increasing therapeutic demands. In this context, drug repurposing, identifying new therapeutic applications for existing medications with proven safety profiles, has emerged as a potential and cost-effective alternative to traditional drug discovery. Although numerous studies have explored the anticancer prospects of repurposed drugs, there exists a lack of systematic and cumulative knowledge regarding the varied therapeutic classes of interest for oncological purposes. This is critical as a deeper understanding of mechanisms, discovery methods, and translational challenges would significantly boost the clinical use of repurposed drugs. This review provides an overview of ongoing drug repurposing activity in anticancer therapy, targeting diverse therapeutic groups like cardiovascular, antibacterial, antiviral, anti-inflammatory, antidepressant, and antipsychotic drugs. It highlights approved drugs such as metformin, which acts on the AMPK/mTOR pathway to suppress cancer cell proliferation, thalidomide, which is approved for use in multiple myeloma because it has antiangiogenic and immunomodulatory effects, and propranolol, which inhibits beta-adrenergic signaling, suppressing VEGF-induced angiogenesis in breast and ovarian cancer. Drugs such as statins, sertraline, and ribavirin target different pathways like HMG-CoA reductase, autophagy regulation, and eIF4E inhibition, respectively. Regulatory pathways like the FDA's 505(b)(2) process, orphan drug status, and approaches for overcoming intellectual property issues are discussed. Through the convergence of mechanistic insight and clinical and regulatory perspectives, drug repurposing is a pragmatic approach to expand oncologic therapeutic options and promote bench-to-bedside translation. It also addresses major issues within this context, including tumor heterogeneity, regulatory barriers, and translational gaps, restricting clinical acceptance of repurposed drugs. Through the examination of these aspects, the potential of drug repurposing as an innovative strategy in oncology is shown to offer efficient, cost-effective, and rapidly deployable therapy. These options can enhance patient outcomes and change the future of cancer treatment.",2025 Aug 24,40849858.0,PubMed,
Metformin for the treatment of breast cancer: a scoping review of randomized clinical trials.,"Metformin has been the focus of substantial interest in the field of oncology. Although breast cancer is the type of cancer where metformin was most extensively studied through randomized clinical trials (RCTs), none of the previous reviews in this field provided a comprehensive overview of the landscape of RCTs taking into account the phenotype of breast cancer, its staging, and treatment modalities. This scoping review sought to comprehensively map the literature of RCTs focusing on the use of metformin in the treatment of breast cancer and followed the Preferred Reporting Items for Systematic Review and Meta-Analysis (PRISMA) Extension for Scoping Reviews guidelines. The eligibility criteria encompassed all RCTs involving metformin for adult patients with breast cancer, with no constraints regarding context, language, publication date, or outcomes. We included 122 reports from 40 RCTs comprising a total of 5,623 participants and 107 distinct outcomes. The results showed that most studies did not present results by phenotype of breast cancer and highlighted critical gaps and opportunities in the literature. Notably, limited evidence from subgroup analyses within a large RCT suggested potential benefits of metformin in improving overall and disease-free survival among HER2 + participants but not among patients with other phenotypes, a result that requires further investigation. Our findings highlight the potential for considerably expanding the current knowledge base in this field through the retrospective determination of participant phenotypes, facilitating cost-effective and time-efficient individual participant data meta-analyses. Furthermore, we recommend that funding agencies and journals mandate the comprehensive presentation of results from RCTs on breast cancer based on phenotype.",2025 Aug 21,40841629.0,PubMed,
Correction: Neoadjuvant chemotherapy with or without metformin in early-stage or locally advanced (non-metastatic) triple negative breast cancer-an open-label phase 2 randomized controlled trial.,[This corrects the article DOI: 10.3389/fonc.2025.1561692.].,2025,40823083.0,PubMed,
Mapping the current research landscape of metformin in cancer based on bibliometric analysis.,"Metformin, a widely prescribed first-line treatment for type 2 diabetes, has attracted significant attention for its potential anticancer effects. However, despite the rapid expansion of literature over the past two decades, research on the relationship between metformin and cancer remains highly fragmented, making it difficult to achieve a cohesive understanding of its mechanisms and therapeutic relevance across diverse cancer types. To address this gap, we integrated a bibliometric framework with bioinformatics analyses to systematically map the research landscape and uncover underlying molecular insights. Our findings reveal gene targets such as TP53, SIRT1, and HIF1A, key signaling pathways including AMPK/mTOR and p53, and cancer types like breast and colorectal cancer that are frequently associated with metformin, offering an integrative perspective to inform future cancer research.",2025 Aug 11,40788549.0,PubMed,
Association of type 2 diabetes mellitus with histopathological features of Non-metastatic breast cancer in Chinese women: a retrospective Cross-sectional study.,"Breast cancer and type 2 diabetes mellitus (T2DM) are prevalent global health concerns, often sharing overlapping pathophysiological mechanisms. This study aimed to characterize the association of type 2 diabetes mellitus (T2DM) with the histopathological features of non-metastatic breast cancer in Chinese women and evaluate whether glycemic control, diabetes duration, and treatment were involved. A retrospective cross-sectional analysis was conducted on 924 patients with stage I-III ductal breast cancer, equally divided into diabetic (n = 462) and nondiabetic (n = 462) groups. Patients were stratified by fasting blood glucose (FBG) levels, use of metformin and insulin, and diabetes duration. The expression of hormone receptors estrogen and progesterone (ER, PR), human epidermal growth factor receptor 2 (HER2), Ki-67, histological grade, lymph node metastasis, and pathological tumor node metastasis (pTNM) staging were analyzed. Diabetic patients exhibited a higher incidence of triple-negative breast cancer (TNBC) and a lower incidence of HER2-positive breast cancer compared to nondiabetic patients. Poor glycemic control (FBG >/= 10 mmol/L) was associated with a higher risk of TNBC, histological grade III disease, and lower ER-positive rates compared to those with FBG < 6.1 mmol/L. Patients taking metformin had an increased likelihood of TNBC and decreased ER-positive rates. Insulin-treated patients demonstrated a lower prevalence of pTNM stage I cancers but a nearly fivefold increase in ductal carcinoma in situ (DCIS). Those receiving combination treatment of metformin and insulin were also more likely to present with DCIS. Patients with a longer diabetes duration (>/= 7 years) had significantly lower risks of TNBC and HER2-positive breast cancer but were more likely to have ER- and PR-positive subtypes and histological grade I tumors. These findings highlight the impact of T2DM, glycemic control, and diabetes management on the molecular and histopathological features of non-metastatic breast cancer. While associations were identified, causality could not be determined due to the cross-sectional design. Understanding these associations could guide tailored treatment strategies for diabetic breast cancer patients.",2025 Aug 5,40764810.0,PubMed,
Radiosensitizing Effects of Metformin on Ionizing Irradiation: An Overview of Animal and Clinical Studies.,"BACKGROUND: Radiation therapy is the most common modality to treat various types of cancers. The use of radiosensitizers as an adjuvant therapy to increase the sensitivity of tumors against radiation and to improve the efficiency of radiotherapy has risen over the past years. Metformin, the first-line drug in type two diabetes has attracted the researcher's attention because of its anti-cancer and anti-proliferative properties and many studies have been conducted to investigate the radiosensitization effects of metformin in different types of malignancies. OBJECTIVE: This review aims to gather the existing evidence of radiosensitizing effects of metformin in animal and clinical studies. METHODS: Various databases like PubMed, Scopus, and Google Scholar were searched over a period of 35 years for this review. RESULTS: The results include 54 studies on the radiosensitization effect of metformin in in vivo and clinical conditions including breast, colorectal, prostate, lung, liver, and other cancers. CONCLUSION: This review shows that metformin in animal and clinical studies appears to be a potential radiosensitizer for many types of cancers. However, further investigations are needed to determine whether metformin can be used as a radiosensitizer in adjuvant radiotherapy.",2025,40761109.0,PubMed,
Targeting the HGF/MET axis in cancer: therapeutic promise for natural compounds.,"The hepatocyte growth factor (HGF)/MET signaling pathway plays a pivotal role in cancer progression, metastasis, and therapeutic resistance, making it an attractive target for anticancer therapies. HGF, a multifunctional cytokine, binds to the MET receptor, triggering downstream pathways such as PI3K/AKT, MAPK/ERK, and STAT3, which regulate cell proliferation, survival, and epithelial-mesenchymal transition (EMT). Dysregulation of this pathway-through mutations, amplifications, or overexpression-contributes to tumorigenesis, drug resistance, and poor prognosis in various cancers, including lung, breast, gastric, and hepatocellular carcinomas. This review explores the molecular mechanisms of HGF/MET in cancer, highlights the therapeutic potential of natural compounds, and discusses ongoing clinical trials targeting this pathway. Despite advances in targeted therapies, resistance to MET inhibitors remains a clinical challenge, necessitating alternative strategies. Natural compounds, including flavonoids, curcumin, ginger derivatives, epigallocatechin-3-gallate (EGCG), honokiol, metformin, and resveratrol, exhibit potent inhibitory effects on the HGF/MET axis. These phytochemicals modulate MET expression, disrupt downstream signaling, and reverse chemoresistance by targeting key oncogenic mechanisms such as EMT, cancer stem cell (CSC) maintenance, and tumor microenvironment interactions. For instance, flavonoids like apigenin and quercetin suppress MET-mediated invasion, while curcumin inhibits PI3K/AKT/mTOR signaling. EGCG and honokiol demonstrate synergistic effects with conventional therapies, overcoming resistance in non-small cell lung cancer (NSCLC) and renal cell carcinoma. By synthesizing preclinical and clinical findings, this work highlights the therapeutic potential of phytochemicals as adjunctive or alternative agents, offering innovative approaches to enhance the efficacy and outcomes of cancer treatments.",2025 Nov 15,40752339.0,PubMed,
[Multidisciplinary approach for a patient with morbid obesity and psychological issues led from the pharmacy office].,"A 58-year-old woman diagnosed with diabetes and hypercholesterolemia and undergoing treatment for breast cancer. Take metformin, rosuvastatin, and anastrozole. She goes to the community pharmacy to pick up a treatment for flatulence that has been prescribed to her in primary care. The prescribed medications are dispensed: Clebopride/Simeticone and paracetamol in addition to asking the pharmacy for a shower gel without detergent for back irritations. After 5 days of treatment, the patient returns requesting a more powerful analgesic since the pain has worsened.The patient was referred to the emergency department upon detection of an MRI of Necessity related to an untreated health problem. In the emergency department, he undergoes an ultrasound and intravenous analgesics that relieve the pain, diagnoses nephritic colic and prescribes metamizole and tramadol/paracetamol. The next day the patient goes to her primary care doctor and he tells her to continue with the prescribed treatment in the emergency room.The patient goes to the community pharmacy again requesting something for the rashes on her back since the gel does not calm her. The pharmacist makes a second referral to the doctor, with a written communication of suspicion of Herpes Zoster, the doctor accepts the intervention and changes the treatment by putting Valacyclovir, paracetamol/codeine and capsaicin cream. The patient returns to the pharmacy reporting that the doctor was surprised that it was a pharmacist who gave the correct diagnosis.",2025 Jul 15,40703482.0,PubMed,
Cancer prevention and interception with antidiabetic and anti-obesity drugs: Current and future perspectives.,"Obesity and type 2 diabetes are major risk factors for cardiovascular diseases and multiple malignancies, and epidemiology reveals an increasing burden of obesity-related cancers, in particular liver, pancreatic and endometrial. Obesity is also clearly associated with an increased risk of breast cancer, particularly in postmenopausal women. Chronic hyperinsulinemia, systemic inflammation, and metabolic dysregulation create a tumor-promoting environment, emphasizing the need for interventions that target metabolic health and can provide cancer prevention or interception. This review examines the potential cancer-preventive effects of antidiabetic and anti-obesity drugs, summarizing current preclinical and clinical evidence on their mechanisms and efficacy. Among these agents, metformin has been extensively studied, demonstrating anticancer properties through AMP-activated protein kinase activation, mammalian target of rapamycin inhibition, and reduced insulin-like growth factor 1 signaling. Glucagon-like peptide-1 receptor agonists, including semaglutide and tirzepatide, promote weight loss, insulin sensitivity, and anti-inflammatory effects, with emerging evidence suggesting direct tumor-suppressive actions. Sodium-glucose cotransporter 2 inhibitors modulate tumor metabolism by reducing glucose availability and mitigating systemic inflammation. Other agents, including dipeptidyl peptidase-4 inhibitors, thiazolidinediones, sulfonylureas, and alpha-glucosidase inhibitors, have shown mixed evidence regarding their potential anticancer effects, necessitating further investigation. While observational studies and meta-analyses suggest a potential reduction in cancer risk with certain antidiabetic and anti-obesity agents, randomized controlled trials specifically assessing cancer prevention are limited. Additionally, long-term safety concerns, including potential tumor-promoting effects in specific contexts, warrant further investigation. Future research should focus on large-scale clinical trials and mechanistic studies to validate the oncologic benefits and risks of these agents.",2025 Oct,40701453.0,PubMed,
Synergistic Antitumor Effects of Ivermectin and Metformin in Canine Breast Cancer via PI3K/AKT/mTOR Pathway Inhibition.,"Ivermectin (IVM) is a macrolide antiparasitic drug, and Metformin (MET) is a biguanide oral hypoglycemic drug. Studies have shown that both of them have obvious anti-tumor effects, but there have been no reports on the combined treatment of Canine breast tumors. This report aimed to investigate the effectiveness and the possible mechanism of drug combination on Canine breast cancers. Mouse breast tumor cells (4T1) and canine breast tumor cells (CMT-1211) were, respectively, treated with IVM, MET, and their combination, and then cell viability was assessed. After that, transcriptomic analysis was performed to study the action pathway of the drug combination with regard to its anti-tumor effects. Reactive oxygen species (ROS) levels were detected by flow cytometry, and autophagosome formation was observed by transmission electron microscopy (TEM). Immunofluorescence detected the cytoplasmic translocation of LC3B and P62 into the nucleus. Western blot detected the protein expressions of LC3B, P62, Beclin1, Bcl-2, p-PI3K, p-AKT, and p-mTOR. Our transcriptomic analysis showed that the combination of IVM and MET regulated the expression of autophagy-related genes and pathways, including the PI3K/AKT/mTOR signaling pathway. Our in vitro experiments showed that the combination of two drugs had a considerably significant effect on cytotoxicity, ROS levels, and the formation of autophagosomes compared to each drug alone. Meanwhile, the in vivo experiments showed that IVM combined with MET had an obvious inhibitory effect on tumor growth in canine breast tumor xenografts. This study concluded that IVM with MET activated autophagy, which killed breast cancer cells by inhibiting the activation of the PI3K/AKT/mTOR pathway and promoting the excessive accumulation of ROS. It offers a theoretical foundation for the synergistic effects of MET and IVM to suppress breast cancer cell activity.",2025 May 29,40699802.0,PubMed,
"The effects of hsa-mir-26a-5p on cell proliferation, migration, and PI3K inhibitor sensitivity in metformin-resistant triple negative breast cancer cells.","BACKGROUND/AIM: Metformin is commonly used to manage type 2 diabetes (T2D) and is being investigated for its potential antiproliferative effects in cancer, particularly in patients with both T2D and malignancies. Drug resistance can develop with any therapeutic agent, and metformin is no exception. As we showed in our previous study, metformin-resistant MDA-MB-468 (MET-R) cells exhibited an EMT-like phenotype. Many transcription factors, as well as miRNAs, can contribute to this altered phenotype. Our current study identifies the contribution of hsa-miR-26a-5p expression to the previously observed phenotype. MATERIALS AND METHODS: By utilizing bioinformatic tools, we identified hsa-miR-26a-5p, whose expression was significantly altered with increasing concentrations of metformin in MET-R cells. We rescued hsa-miR-26a-5p expression and examined the EMT phenotype and apoptotic markers via Western blot analysis. RESULTS: We observed a reduction in hsa-miR-26a-5p expression in response to increasing concentrations of metformin in MET-R cells. Upon successful restoration of hsa-miR-26a-5p expression, a subsequent decrease in the proliferation rate was noted. Moreover, when combined with a PI3K inhibitor, we observed increased sensitivity to the PI3K inhibitor. The EMT and apoptotic markers also tended to decrease upon combinatorial treatment. CONCLUSION: In this study, we rescued the diminished expression of hsa-miR-26a-5p in MET-R cells to increase the sensitivity to PI3K inhibitor. The combination of a PI3K inhibitor and rescued hsa-miR-26-5p expression resulted in the restoration of the EMT phenotype and proliferation in these cells.",2025,40678416.0,PubMed,
Neoadjuvant chemotherapy with or without metformin in early-stage or locally advanced (non-metastatic) triple negative breast cancer-an open-label phase 2 randomized controlled trial.,"BACKGROUND: Triple negative breast cancer (TNBC) is more prevalent among the younger age group and is the most aggressive form. Women with TNBC phenotype have 19% lower 5-year overall survival and 18% lower disease-free survival than their non-TNBC counterparts (1). Hence, extensive research is essential for the development of treatment modalities with high efficacy. Metformin is a widely used anti-diabetic drug. The research work has potential implications for re-purposing metformin in the clinical management of TNBC. METHODS: The study design includes a phase 2 randomized clinical trial of TNBC, with metformin given for the intervention arm and placebo oral tablet for the non-intervention arm. A total of 418 breast cancer patients are randomized with a parallel assignment model (209 each for the intervention and the control arms). This is an open-label trial where the primary purpose is treatment and adheres to the SPIRIT reporting guidelines. The trial will be initiated during January 2025 and is expected to be completed by May 2027. DISCUSSION: The clinical benefit, pathological response rate, and radiological response will be measured after 4.5 to 6 months of initiating treatment. The study will assess the recurrence-free survival (at intervals of 6 months) and overall survival at 2 years from treatment initiation. Patients who respond to the intervention are expected to have >50% decrease in the size of the primary tumor without the appearance of new lesions. RECIST v1.1 criteria are used to determine the objective tumor response for target lesions.",2025,40636683.0,PubMed,
Ingestion of titanium dioxide as an excipient in medicines and the risk of cancer: a nationwide study within the French National health data system.,"Concerns about the safety of titanium dioxide (TiO(2)), including potential carcinogenicity, have prompted its ban in foods in the European Union, while remaining allowed as pharmaceutical excipient. We aimed to evaluate whether ingesting increasing quantities of TiO(2) through medicines is associated with higher cancer risk. Data were derived from the French National Health Data System, a nationwide medico-administrative database. A case-control study was nested within two cohorts: users of metformin (all doses) and users of 200 mg acebutolol, both available in TiO(2)-containing and TiO(2)-free formulations. During 2013-2021, 293,101 cancer cases were identified and matched to 2,930,633 controls. TiO(2) exposure through metformin and acebutolol consumption was calculated based on drug claims from 2006 up to five years before the index date. Conditional logistic regression models estimated linear associations between TiO(2) exposure and cancer risk. RRs of overall cancer per 1000 TiO(2)-containing tablets and per 10,000 mg of TiO(2) increments were both 1.00 (95% CI: 0.99-1.01). Analyses by cancer site also yielded RRs very close to 1.00 or slightly different but not statistically significant, except for breast (RR per 10,000 mg: 1.03, 95% CI:1.00-1.07) and lymphoid/hematopoietic (RR per 1000 tablets: 0.97, 95% CI: 0.95-1.00) cancers, which however lost significance after Bonferroni correction. There was a suggestion of non-linear positive association for central nervous system cancers. This first epidemiological study on TiO(2) ingestion and cancer found no meaningful linear association between increasing TiO(2) exposure through medicines and overall or site-specific cancer risk. Non-linear associations cannot be excluded.",2025 Jul,40601245.0,PubMed,
Metformin and weight loss medication impact on survival outcomes in older women with obesity-related cancers.,"While the association between metformin and mortality in obesity-related cancers (ORC: breast (BrCa), colorectal (CRC), endometrial (ECa), and ovarian (OCa)) remains inconsistent, the impact of weight loss medication (WLM) on mortality in ORC is largely unexplored, particularly among older women. This study aims to investigate the association between pre-diagnostic use of metformin and WLM with all-cause and cancer-specific mortality in older women with ORC. A retrospective cohort of 63,907 women (>/= 65 years) with ORC was identified using SEER-Medicare 2007-2015 data. Pre-diagnostic prescriptions of metformin and WLM were ascertained, and inverse probability of treatment weighting using propensity score (IPTW-PS) was utilized to balance baseline patient characteristics. Cox proportional hazards and competing-risks models were conducted. Metformin was associated with all-cause- (HR:1.86; 95% CI: 1.81-1.92) and ORC-specific mortality (HR: 1.71; 95% CI: 1.63-1.77). Likewise, WLM was associated with all-cause- (HR:1.64; 95% CI: 1.59-1.71) and ORC-specific mortality (HR: 1.55; 95% CI: 1.48-1.62). Dual use of metformin and WLM was associated with all-cause- (HR:1.39; 95% CI: 1.34-1.45) and ORC-specific mortality (HR: 1.28; 95% CI: 1.21-1.53). Significant associations were observed in ORC subgroup analyses, except that WLM was inversely associated with ECa-specific morality. Pre-diagnostic metformin and WLM were associated with an increased mortality risk in older women with ORC, with effects more pronounced among metformin users. Further prospective studies are needed to substantiate these findings.",2025 Jul 1,40595354.0,PubMed,
Targeting insulin-like growth factor-1 (IGF-1) by using metformin in non-diabetic metastatic breast cancer female patients: a randomized controlled trial.,"PURPOSE: Insulin-like growth factor-1 (IGF-1) may play a role in breast cancer (BC) development. Metformin was found to exert anti-cancer function in several studies, partly by interference with the IGF-1 signaling pathway and reducing its blood levels. Therefore, our study aimed primarily to find out how metformin affected both IGF-1 levels and clinical outcomes in metastatic breast cancer patients (MBC) and secondarily to identify the correlation between post-treatment IGF-1 decline rates and BC prognosis and metastasis. METHODS: Fifty MBC female patients were randomly assigned to either the control group (who were administered conventional chemotherapy) and the intervention group (treated with metformin plus chemotherapy). An enzyme-linked immunosorbent assay (ELISA) was used to detect IGF-1 levels at baseline and three months post-treatment. RESULTS: IGF-1 levels in the metformin group were significantly lower than in the control group (p = 0.011). Furthermore, the percentage of post-treatment drop in IGF-1 levels differed significantly between the control and metformin groups (p = 0.001). Patients whose IGF-1 levels increased after treatment had a statistically significant occurrence of progressive disease (disease progression) in the control group higher than in the metformin group (92.9% versus 87.5%). CONCLUSION: The co-administration of metformin with chemotherapy significantly inhibited the IGF-1 signaling pathway, which reduced progressive diseases and reduced mortality in non-diabetic MBC patients. However, while metformin exerts a robust IGF-1 lowering effect, combination chemotherapy and low metastasis burden may further enhance this effect. TRAIL REGISTRATION: Our trial was registered at clinicaltrials.gov (ID no. NCT04143282).",2025 Jun 28,40579605.0,PubMed,
